palavra,classe_gramatical,assunto,CM
PARQUE DE DIVERSAO,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg31
PARTE,SUBSTANTIVO,NENHUM,cg63
PARTICIPACAO,SUBSTANTIVO,NENHUM,cg44
PARTICIPAR,VERBO,NENHUM,cg63
PARTICULAR,ADJETIVO,NENHUM,cg28
PARTIDA,SUBSTANTIVO,NENHUM,cg01
PARTIR1,VERBO,NENHUM,cg53a
PARTIR2,VERBO,NENHUM,cg63
PARTIR3,VERBO,NENHUM,cg61
PARTIR4,VERBO,NENHUM,cg51a
PASCOA,SUBSTANTIVO,NENHUM,cg27
PASMO,ADJETIVO,NENHUM,cg63
PASSA-TEMPO,VERBO,NENHUM,cg39
PASSADO,ADJETIVO,NENHUM,cg63
PASSAGEIRO,SUBSTANTIVO,TRANPORTE/VEÍCULO,cg31
PASSAGEM1,SUBSTANTIVO,TRANPORTE/VEÍCULO,cg36
PASSAGEM2,SUBSTANTIVO,NENHUM,cg18a
PASSAGEM3,SUBSTANTIVO,NENHUM,cg24
PASSAPORTE,SUBSTANTIVO,NENHUM,cg02
PASSAR,VERBO,NENHUM,cg08a
PASSAR PESSOA,VERBO,NENHUM,cg14
PASSAR RODO,VERBO,NENHUM,cg53a
PASSAR ROUPA,VERBO,NENHUM,cg02
PASSARELA,SUBSTANTIVO,NENHUM,cg32
PASSARO1,SUBSTANTIVO,NENHUM,cg20
PASSARO2,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg20
PASSEAR,VERBO,NENHUM,cg07
PASSEATA,SUBSTANTIVO,NENHUM,cg64
PASSEIO,SUBSTANTIVO,NENHUM,cg07
PASSO,SUBSTANTIVO,NENHUM,cg53a
PASTA,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg63
PASTA DENTAL,SUBSTANTIVO,HIGIENE/SAÚDE,cg07
PASTEL,SUBSTANTIVO,ALIMENTO/BEBIDA,cg63
PASTOR,SUBSTANTIVO,NENHUM,cg11
PASTORAL,SUBSTANTIVO,NENHUM,cg11
PATA,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg02
PATIM,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg40
PATINAR1,VERBO,NENHUM,cg62
PATINAR2,VERBO,NENHUM,cg40
PATINAR3,VERBO,NENHUM,cg63
PATINS,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg49
PATO,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg23
PATRIMONIO,SUBSTANTIVO,NUMERAL/DINHEIRO,cg02
PATRULHA,SUBSTANTIVO,NENHUM,cg02
PAU,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,cg63
PAULADA,SUBSTANTIVO,NENHUM,cg01
PAULISTA,ADJETIVO,NENHUM,cg11
PAUSA,SUBSTANTIVO,NENHUM,cg01
PAUTA,SUBSTANTIVO,NENHUM,cg61
PAVAO,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg01
PAVOR,SUBSTANTIVO,SENTIMENTOS,cg02
PAZ,SUBSTANTIVO,NENHUM,cg01
PE-DE-PATO,SUBSTANTIVO,NENHUM,cg24
PEBOLIM,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg02
PECADO,SUBSTANTIVO,NENHUM,cg44
PECAR,VERBO,NENHUM,cg44
PEDACO,SUBSTANTIVO,NENHUM,cg18a
PEDAGIO,SUBSTANTIVO,TRANPORTE/VEÍCULO,cg14
PEDAGOGIA,SUBSTANTIVO,NENHUM,cg11
PEDAGOGICO,ADJETIVO,NENHUM,cg11
PEDAGOGO,SUBSTANTIVO,NENHUM,cg11
PEDICURE,SUBSTANTIVO,NENHUM,cg06
PEDIDO,SUBSTANTIVO,NENHUM,cg07
PEDIR1,VERBO,NENHUM,cg52
PEDIR2,VERBO,NENHUM,cg63
PEDRA,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,cg47
PEDREIRO,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg02
PEGAR1,VERBO,NENHUM,cg02
PEGAR2,VERBO,NENHUM,cg02
PEGAR3,VERBO,NENHUM,cg02
PEIDO,SUBSTANTIVO,HIGIENE/SAÚDE,cg02
PEITO,SUBSTANTIVO,CORPO,cg63
PEIXE1,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg15
PEIXE2,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg63
PELADO,ADJETIVO,NENHUM,cg02
PELE,SUBSTANTIVO,CORPO,cg53a
PELICANO,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg20
PELO,SUBSTANTIVO,CORPO,cg57
PELUCIA,SUBSTANTIVO,NENHUM,cg57
PELUDO,ADJETIVO,CORPO,cg57
PENA1,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg20
PENA2,SUBSTANTIVO,SENTIMENTOS,cg35a
PENA3,SUBSTANTIVO,NENHUM,cg20
PENA4,SUBSTANTIVO,NENHUM,cg31
PENALTI,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg18a
PENDURAR1,VERBO,NENHUM,cg15
PENDURAR2,VERBO,NUMERAL/DINHEIRO,cg15
PENEIRA,SUBSTANTIVO,CASA,cg01
PENEIRAR,VERBO,NENHUM,cg47
PENETRA,ADJETIVO,NENHUM,cg62
PENETRAR,VERBO,NENHUM,cg62
PENICO,SUBSTANTIVO,CASA,cg01
PENIS,SUBSTANTIVO,CORPO,cg64
PENITENCIARIA,SUBSTANTIVO,NENHUM,cg47
PENSAMENTO1,SUBSTANTIVO,NENHUM,cg14
PENSAMENTO2,SUBSTANTIVO,NENHUM,cg64
PENSAO1,SUBSTANTIVO,NUMERAL/DINHEIRO,cg02
PENSAO2,SUBSTANTIVO,NENHUM,cg61
PENSAR1,VERBO,NENHUM,cg64
PENSAR2,VERBO,NENHUM,cg15
PENSIONATO,SUBSTANTIVO,NENHUM,cg02
PENSIONISTA,ADJETIVO,NUMERAL/DINHEIRO,cg02
PENTE,SUBSTANTIVO,HIGIENE/SAÚDE,cg24
PENTEADO,SUBSTANTIVO,NENHUM,cg47
PENTEAR,VERBO,NENHUM,cg04
PENTELHO,SUBSTANTIVO,CORPO,cg53a
PEPINO,SUBSTANTIVO,LEGUME/VERDURA,cg42
PEQUENINO,ADJETIVO,NENHUM,cg62
PEQUENO1,ADJETIVO,NENHUM,cg21
PEQUENO2,ADJETIVO,NENHUM,cg63
PEQUENO3,ADJETIVO,NENHUM,cg08a
PERA,SUBSTANTIVO,FRUTA,cg01
PERAMBULAR,VERBO,NENHUM,cg27
PERCEBER1,VERBO,NENHUM,cg32
PERCEBER2,VERBO,NENHUM,cg14
PERCENTAGEM,SUBSTANTIVO,NUMERAL/DINHEIRO,cg49
PERCEPCAO,SUBSTANTIVO,SENTIMENTOS,cg32
PERCURSO,SUBSTANTIVO,NENHUM,cg63
PERDAO,SUBSTANTIVO,NENHUM,cg40
PERDER,VERBO,NENHUM,cg63
PERDIDO,ADJETIVO,NENHUM,cg64
PERDOAR,VERBO,NENHUM,cg40
PERFEITO,ADJETIVO,NENHUM,cg49
PERFUME,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,cg39
PERFURAR,VERBO,NENHUM,cg14
PERFURATRIZ,SUBSTANTIVO,APARELHO/MÁQUINA,cg08a
PERGUNTAR,VERBO,NENHUM,cg14
PERIGO,SUBSTANTIVO,NENHUM,cg14
PERIGOSO,ADJETIVO,NENHUM,cg14
PERIQUITO,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg04
PERMANECER,VERBO,NENHUM,cg32
PERMANENTE,SUBSTANTIVO,NENHUM,cg64
PERMITIR,VERBO,NENHUM,cg33
PERNA,SUBSTANTIVO,CORPO,cg63
PERNAMBUCO,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg47
PERNILONGO,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg49
PEROLA,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,cg19
PERPETUO,ADJETIVO,NENHUM,cg14
PERSEGUICAO,SUBSTANTIVO,NENHUM,cg07
PERSEGUIR,VERBO,NENHUM,cg07
PERSIANA,SUBSTANTIVO,CASA,cg62
PERSISTENTE,ADJETIVO,NENHUM,cg58
PERSISTIR,VERBO,NENHUM,cg05
PERSONAGEM,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg18a
PERSONALIDADE,SUBSTANTIVO,NENHUM,cg18b
PERSPECTIVA,SUBSTANTIVO,COR/FORMA,cg32
PERTENCER,VERBO,NENHUM,cg11
PERTO1,ADV.,NENHUM,cg42
PERTO2,ADV.,NENHUM,cg15
PERTURBAR,VERBO,NENHUM,cg63
PERU1,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg20
PERU2,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg20
PERUANO,ADJETIVO,NENHUM,cg20
PERUCA,SUBSTANTIVO,NENHUM,cg01
PERVERSO,ADJETIVO,NENHUM,cg57
PESADO,ADJETIVO,NENHUM,cg02
PESCADOR,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg05
PESCAR,VERBO,NENHUM,cg05
PESCOCO,SUBSTANTIVO,CORPO,cg51a
PESO1,SUBSTANTIVO,NENHUM,cg14
PESO2,SUBSTANTIVO,NENHUM,cg53a
PESQUISA,SUBSTANTIVO,NENHUM,cg14
PESSEGO,SUBSTANTIVO,FRUTA,cg02
PESSIMO,ADJETIVO,NENHUM,cg07
PESSOA1,SUBSTANTIVO,NENHUM,cg35a
PESSOA2,SUBSTANTIVO,NENHUM,cg18a
PESSOAL,ADJETIVO,NENHUM,cg28
PESTANEJAR,VERBO,NENHUM,cg20
PETECA,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg02
PETISCAR,VERBO,NENHUM,cg55
PIA,SUBSTANTIVO,HIGIENE/SAÚDE,cg08a
PIADA,SUBSTANTIVO,NENHUM,cg19
PIANO,SUBSTANTIVO,NENHUM,cg64
PIAO,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg19
PIAUI,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg11
PICA-PAU,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg20
PICADA,SUBSTANTIVO,HIGIENE/SAÚDE,cg14
PICAR1,VERBO,NENHUM,cg55
PICAR2,VERBO,NENHUM,cg62
PICAR3,VERBO,NENHUM,cg23
PICHAR,VERBO,NENHUM,cg15
PICOLE,SUBSTANTIVO,ALIMENTO/BEBIDA,cg24
PIEDADE,SUBSTANTIVO,SENTIMENTOS,cg35a
PIJAMA,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,cg24
PILAR,SUBSTANTIVO,NENHUM,cg02
PILEQUE,SUBSTANTIVO,NENHUM,cg24
PILHA1,SUBSTANTIVO,APARELHO/MÁQUINA,cg01
PILHA2,SUBSTANTIVO,NENHUM,cg01
PILHA3,SUBSTANTIVO,NENHUM,cg64
PILOTAR,SUBSTANTIVO,NENHUM,cg07
PILOTO,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg07
PILULA,SUBSTANTIVO,HIGIENE/SAÚDE,cg19
PIMENTA,SUBSTANTIVO,ALIMENTO/BEBIDA,cg14
PIMENTAO,SUBSTANTIVO,ALIMENTO/BEBIDA,cg47
PINCA,SUBSTANTIVO,HIGIENE/SAÚDE,cg19
PINCEL1,SUBSTANTIVO,NENHUM,cg24
PINCEL2,SUBSTANTIVO,HIGIENE/SAÚDE,cg45
PINGA,SUBSTANTIVO,ALIMENTO/BEBIDA,cg37a
PINGAR,VERBO,NENHUM,cg19
PINGO,SUBSTANTIVO,NENHUM,cg19
PINGUE-PONGUE,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg42
PINGUIM,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg62
PINTA,SUBSTANTIVO,CORPO,cg14
PINTAR1,VERBO,NENHUM,cg02
PINTAR2,VERBO,NENHUM,cg20
PINTAR3,VERBO,NENHUM,cg24
PINTAR4,VERBO,NENHUM,cg52
PINTAR5,VERBO,NENHUM,cg57
PINTAR6,VERBO,NENHUM,cg63
PINTAR7,VERBO,NENHUM,cg17
PINTAR8,VERBO,NENHUM,cg53a
PINTAR9,VERBO,NENHUM,cg02
PINTO,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg20
PINTOR1,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg53a
PINTOR2,VERBO,NENHUM,cg08a
PINTURA,SUBSTANTIVO,NENHUM,cg24
PIOLHO,SUBSTANTIVO,NENHUM,cg05
PIONEIRO,ADJETIVO,NENHUM,cg07
PIOR1,ADJETIVO,NENHUM,cg07
PIOR2,ADJETIVO,NENHUM,cg42
PIOR3,ADJETIVO,NENHUM,cg52
PIORAR,VERBO,NENHUM,cg07
PIPA,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg14
PIPOCA,SUBSTANTIVO,ALIMENTO/BEBIDA,cg19
PIRAMIDE,SUBSTANTIVO,NENHUM,cg31
PIRANHA1,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg15
PIRANHA2,ADJETIVO,NENHUM,cg63
PIRATA,SUBSTANTIVO,NENHUM,cg60
PIRES,SUBSTANTIVO,CASA,cg08a
PIRULITO,SUBSTANTIVO,ALIMENTO/BEBIDA,cg05
PISAR,VERBO,NENHUM,cg63
PISCINA,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg14
PISO,SUBSTANTIVO,NENHUM,cg02
PISTOLA,SUBSTANTIVO,APARELHO/MÁQUINA,cg16
PITADA,SUBSTANTIVO,NENHUM,cg20
PIZZA1,SUBSTANTIVO,ALIMENTO/BEBIDA,cg01
PIZZA2,SUBSTANTIVO,ALIMENTO/BEBIDA,cg11
PLACA,SUBSTANTIVO,TRANPORTE/VEÍCULO,cg18a
PLACAR,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg02
PLANEJAMENTO,SUBSTANTIVO,NENHUM,cg49
PLANEJAR,VERBO,NENHUM,cg49
PLANETA,SUBSTANTIVO,ANO SIDERAL,cg01
PLANILHA,SUBSTANTIVO,NENHUM,cg08a
PLANO,SUBSTANTIVO,NENHUM,cg49
PLANTA1,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,cg47
PLANTA2,SUBSTANTIVO,NENHUM,cg55
PLANTACAO,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,cg47
PLANTAR,VERBO,NENHUM,cg44
PLASTICO,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,cg15
PLASTIFICAR,VERBO,NENHUM,cg15
PLATEIA,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg64
PO1,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,cg44
PO2,SUBSTANTIVO,NENHUM,cg11
POBRE,ADJETIVO,NENHUM,cg63
POBREZA,SUBSTANTIVO,NENHUM,cg63
POCA,SUBSTANTIVO,NENHUM,cg14
POCO,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,cg14
PODAR,VERBO,NENHUM,cg44
